subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
4_8,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>8) ""Premise: A man with blond-hair, and a brown shirt drinking out of a public water fountain. Hypothesis:  A man with blond-hair, and a brown shirt drinking from a glass bottle.""</p><b/>",487295,other contradiction,193677,"2"
4_9,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>9) Premise: Two women who just had lunch hugging and saying goodbye. Hypothesis:  Two women who just had lunch hugging and bidding farewell to their waiter.</p><b/>",487295,structural contradiction,193677,"1"
4_10,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>10) ""Premise: Two women, holding food carryout containers, hug. Hypothesis:  Two women, holding food carryout containers, hug the delivery man.""</p><b/>",487295,other contradiction,193677,"2"
4_11,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>11) ""Premise: Two women, holding food carryout containers, hug. Hypothesis:  Two women, holding food carryout containers, fight.""</p><b/>",487295,structural contradiction,193677,"1"
4_12,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>12) Premise: A Little League team tries to catch a runner sliding into a base in an afternoon game. Hypothesis:  A Little League team tries to catch a baseball during an afternoon game.</p><b/>",487295,structural contradiction,193677,"1"
4_13,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>13) Premise: The school is having a special event in order to show the American culture on how other cultures are dealt with in parties. Hypothesis:  The school is having a special event in order to demonstrate their new school policies.</p><b/>",487295,other contradiction,193677,"2"
4_14,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>14) Premise: High fashion ladies wait outside a tram beside a crowd of people in the city. Hypothesis:  High fashion ladies wait outside the shopping mall beside a crowd of people in the city.</p><b/>",487295,structural contradiction,193677,"1"
4_15,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>15) ""Premise: A man, woman, and child enjoying themselves on a beach. Hypothesis:  A man, woman, and child enjoying themselves in a snow park.""</p><b/>",487295,structural contradiction,193677,"1"
4_16,form,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>#structure1#</p><b/>",radio,structural contradiction;other contradiction;no contradiction;difficult to answer,responseRow1;,"","1","1",,"<p>In the structural contradiction the subject and the object of the verb in the premise (first sentence) swap their places in the hypothesis (second sentence), or the object from the premise is replaced with the new entity. </p> Is the following sentence pair a structural contradiction: <b><p>16) Premise: People waiting to get on a train or just getting off. Hypothesis:  People are waiting to get in the taxi or just stepping out.</p><b/>",487295,no contradiction,193677,"3"
"5",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","1","",,,487295,NA,193677,NA
"6",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"1","1",,,492789,very helpful,4936,"3"
"7",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","","1","1",,,492789,clear,4936,"3"
"8",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1","1","1",,,492789,always clear,4936,"4"
