subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
39_11,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>11) ""Premise: SpaceX: Starship rocket explodes on second test flight,  Hypothesis:  SpaceX's Starship rocket had a perfect landing on its second test flight.""</p><b/>",140918,world knowledge contradiction,97604,"1"
39_12,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>12) Premise: Antibiotic resistance is a looming crisis due to overuse and misuse of antibiotics.  Hypothesis:  Antibiotic resistance is not an issue; it's a myth and has nothing to do with the usage of antibiotics.</p><b/>,140918,world knowledge contradiction,97604,"1"
39_13,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>13) ""Premise: The COVID-19 pandemic, caused by the SARS-CoV-2 virus, started in the year 2019.  Hypothesis:  The COVID-19 pandemic, caused by the HIV virus, started in the year 2015.""</p><b/>",140918,world knowledge contradiction,97604,"1"
39_14,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>14) Premise: World War II ended in 1945.  Hypothesis:  World War II was still ongoing in 1950.</p><b/>,140918,world knowledge contradiction,97604,"1"
39_15,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>15) ""Premise: The COVID-19 pandemic began in the city of Wuhan, in Hubei province of China, in late 2019. ,  Hypothesis:  The COVID-19 pandemic originated in Paris, France, in early 2020.""</p><b/>",140918,world knowledge contradiction,97604,"1"
39_16,form,<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>#wk6#</p><b/>,radio,world knowledge contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","6","1",,"<p>World knowledge contradictions arise from the mismatch between the well-known facts about the world. </p> Is the following sentence pair world knowledge contradiction: <b><p>16) ""Premise: Cormorant fishing is seen as the ideal technique for catching the slender ayu river fish.,  Hypothesis:  Cormorant fishing is predominantly used for catching large saltwater fish.""</p><b/>",140918,world knowledge contradiction,97604,"1"
"40",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","6","",,,140918,NA,97604,NA
"41",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"6","1",,,147431,very helpful,5997,"3"
"42",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","","6","1",,,147431,clear,5997,"3"
"43",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1","6","1",,,147431,always clear,5997,"4"
