subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
32_8,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>8) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The group of young women are running in sweatsuits on the footpath.</p><b/>",452180,lexical contradiction,403400,"1"
32_9,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>9) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The young women in pants were running on the jogging track.</p><b/>",452180,no contradiction,403400,"3"
32_10,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>10) Premise: A group of young women in dresses strolling on the sidewalk. Hypothesis:  The young women were sprinting in jeans on the track field.</p><b/>",452180,no contradiction,403400,"3"
32_11,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>11) ""Premise: A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him. Hypothesis:  The man in the striped shirt and jeans is sitting down, not performing any skateboarding stunts while a person is merely viewing him, with no camera in sight.""</p><b/>",452180,no contradiction,403400,"3"
32_12,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>12) ""Premise: A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him. Hypothesis:  The person in jeans and a striped top falls while attempting a skateboard stunt on the stairs, unnoticed by the man next to him.""</p><b/>",452180,no contradiction,403400,"3"
32_13,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>13) ""Premise: A man wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over photographs him. Hypothesis:  The man in the striped shirt and jeans is sitting on the steps, as another man sketches him.""</p><b/>",452180,no contradiction,403400,"3"
32_14,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>14) Premise: A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors. Hypothesis:  The man in the foreground of the image was standing upright and didn't have any intention to capture the image of the skating trick performed by the other man.</p><b/>",452180,no contradiction,403400,"3"
32_15,form,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>#lexical5#</p><b/>",radio,lexical contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"","5","1",,"<p>Lexical contradictions are the different points of view on the same situation, event or person. </p> Is the following sentence pair a lexical contradiction: <b><p>15) Premise: Two children play outside in a field. Hypothesis:  The two kids are indoors playing board games.</p><b/>",452180,no contradiction,403400,"3"
"33",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1","5","",,,452180,NA,403400,NA
"34",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,"5","1",,,469599,slightly helpful,16886,"2"
"35",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","","5","1",,,469599,almost clear,16886,"2"
"36",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1","5","1",,,469599,almost always clear,16886,"3"
