subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,link,calibration,duration_s
39_8,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>8) Premise: Students practicing yoga in a class setting. Hypothesis: Students are prohibited from practicing yoga in class.</p><b/>,536545,factive contradiction,445069,"1"
39_9,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>9) Premise: Students practicing yoga in a class setting. Hypothesis: Students are avoiding yoga in a class setting.</p><b/>,536545,factive contradiction,445069,"1"
39_10,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>10) Premise: People are stretching on yoga mats. Hypothesis:  People are munching on yoga mats.</p><b/>,536545,no contradiction,445069,"3"
39_11,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>11) Premise: A motorcyclist is performing while two men watch. Hypothesis: The motorcyclist is refusing to perform in front of two spectators.</p><b/>,536545,factive contradiction,445069,"1"
39_12,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>12) Premise: A motorcyclist is performing while two men watch. Hypothesis: The motorcyclist is failing to perform as nobody is watching.</p><b/>,536545,other contradiction,445069,"2"
39_13,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>13) Premise: A motorcyclist is performing while two men watch. Hypothesis: The two men ignored the performance of the motorcyclist.</p><b/>,536545,other contradiction,445069,"2"
39_14,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>14) Premise: The young man is waiting with others on the sidewalk. Hypothesis: The young man is dancing with others on the sidewalk.</p><b/>,536545,no contradiction,445069,"3"
39_15,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>15) Premise: The young man is waiting with others on the sidewalk. Hypothesis: The young man is leaving the group on the sidewalk.</p><b/>,536545,factive contradiction,445069,"1"
39_16,form,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>#factives4#</p><b/>,radio,factive contradiction;other contradiction;no contradiction;difficult to answer,responseRow1,"",nsg:6,"1",,<p>Factive contradictions arise from the opposite meaning of the verb phrase. </p> Is the following sentence pair factive contradiction: <b><p>16) Premise: A man in a green shirt holds out a clipboard for a woman in pink's attention. Hypothesis: A man in a green shirt forgets to hold out a clipboard for a woman in pink's attention.</p><b/>,536545,factive contradiction,445069,"1"
"40",form,"<b>If you have chosen the option <i>difficult to answer</i> for one of the questions, explain your choice. Put the number of the question and your explanation in the field below (optional). </b>",comment,"","","1",nsg:6,"",,,536545,NA,445069,NA
"41",form,<b>Thinking of the example in the beginning of the study. How helpful was it?</b>,likert,not helpful; slightly helpful; very helpful;,"",before,nsg:6,"1",,,556658,very helpful,19550,"3"
"42",form,<b>Thinking of definition of the factive contradiction. How clear was it?</b>,likert,not clear; almost clear; clear;,"","",nsg:6,"1",,,556658,clear,19550,"3"
"43",form,<b> Thinking of the sentence pairs in the questions. How clear were those?</b>,likert,never clear; sometimes clear; almost always clear; always clear;,"","1",nsg:6,"1",,,556658,always clear,19550,"4"
